accion_id,hallazgo_id,tipo,auditor,dependencia,accion,objetivo,indicador,unidad_medida,meta,recursos,fecha_inicio,fecha_fin,descripcion,denominacion_medida,ejecutor_login,ejecutor_name,ejecutor_email,ejecutor_rol
209,100,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
210,100,,rberdugo,OAJ,ESTABLECER UN PUNTO DE CONTROL ENCARGADO DE CONSTATAR MENSUALMENTE LOS INFORMES DE CUMPLIMINTO DE OBLIGACIONES Y QUE CORRESPONDAN AL PERIODO REPORTADO.,,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,TOTAL ABOGADOS CON SEGUIMIENTO /TOTAL ABOGADOS EXTERNOS CONTRATADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
211,101,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
212,102,,rberdugo,VAF,ELABORAR DE MANERA CONJUNTA CON LA OAPC PROPUESTA DE PROCEDIMIENTO DE PUBLICACIÓN EN EL SECOP Y REMITIR PARA VERIFICACIÓN Y APROBACIÓN E INCORPORACIÓN EN SIGUD,,NIVEL DE AVANCE EN LA COSTRUCCIÓN Y REMISIÓN DE LA PROPUESTA,NIVEL DE AVANCE EN LA COSTRUCCIÓN Y REMISIÓN DE LA PROPUESTA,100,,2018-09-01,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
213,102,,rberdugo,VAF,"ELABORAR PROPUESTA DE FORMATO ESTÁNDAR, DE INFORME DE EJECUCIÓN DE ACTIVIDADES Y OBLIGACIONES CONTRATCTUALES PARA CONTRATOS DE PRESTACIÓN DE SERVICIOS Y APOYO A LA GESTIÓN, Y REMITIRLOS A LA OAPC PARA SU APROBACIÓN E INCORPORACIÓN EN SIGUD",,NIVEL DE AVANCE EN LA COSTRUCCIÓN Y REMISIÓN DE LA PROPUESTA,NIVEL DE AVANCE EN LA COSTRUCCIÓN Y REMISIÓN DE LA PROPUESTA,100,,2018-09-01,2019-07-25,,,vicerrecadmin,Vicerrector administrativo,vicerrecadmin@udistrital.edu.co,2
214,103,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
215,103,,rberdugo,OAJ,REALIZAR LOS ESTUDIOS PREVIOS PARA TODA SOLICITUD DE CONTRATACIÓN DE PRESTACIÓ DE SERVICIOS,,TOTAL SOLICITUD DE CONTRATOS /TOTAL DE CONTRATOS SUSCRITOS CON ESTUDIOS PREVIOS,TOTAL SOLICITUD DE CONTRATOS /TOTAL DE CONTRATOS SUSCRITOS CON ESTUDIOS PREVIOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
216,104,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
217,105,,rberdugo,OAJ,"REALIZAR  MUESTREO MENSUAL A LOS  EXPEDIENTES CONTRACTUALES PARA VERIFICAR LA ORGANIZACIÓN, FOLEO Y COMPLETITUD  DE LOS DOCUMENTOS",,MUESTRA CONTRATOS MENSUALES/ TOTAL CONTRATOS ELABORADOS,MUESTRA CONTRATOS MENSUALES/ TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
218,105,,rberdugo,VIA,"CONSOLIDAR EN UN SOLO ESTUDIO DE MERCADO LOS REQUERIMIENTOS  COMUNES DE LAS FACULTADES / DEPENDENCIAS EN  EL  FORMATO   ""ESTUDIOS Y DOCUMENTOS PREVIOS  SOLICITUD DE ADQUISICION DE BIENES Y SERVICIOS"" GC-PR-003-FR-008  VERSIÓN: 04 .",,ESTUDIOS DE MERCADO Y DOCUMENTOS PREVIOS CONSOLIDADOS PARA COMPRAS DIRECTAS /TOTAL  DE ESTUDIOS DE MERCADO Y DOCUMENTOS PREVIOS PARA COMPRAS DIRECTAS PRESENTADOS,ESTUDIOS DE MERCADO Y DOCUMENTOS PREVIOS CONSOLIDADOS PARA COMPRAS DIRECTAS /TOTAL  DE ESTUDIOS DE MERCADO Y DOCUMENTOS PREVIOS PARA COMPRAS DIRECTAS PRESENTADOS,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
219,105,,rberdugo,VIA,"SOCIALIZAR DESDE EL  COMITÉ  INSTITUCIONAL DE LABORATORIOS A LOS COORDINADORES REPRESENTANTES DE LOS SUBCOMITÉS DE LABORATORIOS DE LAS FACULTADES, EL FORMATO  ""ESTUDIOS Y DOCUMENTOS PREVIOS  SOLICITUD DE ADQUISICION DE BIENES Y SERVICIOS"" GC-PR-003-FR-008",,SOCIALIZACIÓN PROPUESTA / SOCIALIZACIÓN REALIZADA,SOCIALIZACIÓN PROPUESTA / SOCIALIZACIÓN REALIZADA,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
220,106,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
221,107,,rberdugo,VIA,"INCLUIR  EN EL FORMATO DE FICHA  TÉCNICA LA  DESCRIPCIÓN Y CARACTERÍSTICAS DE CADA SOLUCIÓN O AGRUPACIÓN  Y LA RESPECTIVA UBICACIÓN DE LOS EQUIPO AL MOMENTO DE AGRUPAR LAS NECESIDADES DEL MISMO TIPO, PRESENTADAS POR LOS DIFERENTES PROYECTOS CURRICULARES  ",,CUMPLIMIENTO DE FICHA TECNICA REGISTRADA /  TOTAL  CUMPLIMIENTO DE FICHAS TÉCNICAS PLANTEADAS,CUMPLIMIENTO DE FICHA TECNICA REGISTRADA /  TOTAL  CUMPLIMIENTO DE FICHAS TÉCNICAS PLANTEADAS,100,,2018-08-01,2019-07-25,,,vicerrecacad,Asistente Vicerrector Academico,vicerrecacad@udistrital.edu.co,2
222,108,,rberdugo,OAJ,SOLICITAR LAS CERTIFICAIONES CORRESPONDIENTES A LA EJECUCIÓN DE CUALQUIER OBRA,,NUMERO DE CERTIFICACIONES A SOLICITAR/NUMERO DE CERTIFICACIONES SOLICITADAS,NUMERO DE CERTIFICACIONES A SOLICITAR/NUMERO DE CERTIFICACIONES SOLICITADAS,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
223,108,,rberdugo,OAJ,PUBLICAR TODOS LOS DOCUMENTOS DE LA ETAPA CONTRACTUAL EN EL SECOP,,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
224,108,,rberdugo,OAJ,TERMINAR TODAS LAS ACTIVIDADES ANTES DE LIQUIDAR UN CONTRATP,,NUMERO DE ACTIVIDADES RECIBIDAS/NUMERO DE ACTIVIDADES CONTEMPLADAS,NUMERO DE ACTIVIDADES RECIBIDAS/NUMERO DE ACTIVIDADES CONTEMPLADAS,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
225,108,,rberdugo,OAJ,VERIFICAR QUE LAS POLIZAS CUMPLAN LAS VIGENCIAS DE LA EJECUCION DE LOS CONTRATOS,,POLIZAS ACTUALIZADAS/TOTAL DE POLIZAS,POLIZAS ACTUALIZADAS/TOTAL DE POLIZAS,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
226,108,,rberdugo,OAJ,INGRESAR TODOS LOS ELEMENTOS COMTEPLADOS EN LA EJECUCION DE UN CONTRATO AL ALMACEN,,NUMERO DE ELEMENTOS INGRESADOS AL ALMACEN/TOTAL DE ELEMENTOS,NUMERO DE ELEMENTOS INGRESADOS AL ALMACEN/TOTAL DE ELEMENTOS,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
227,109,,rberdugo,OAJ,AJUSTAR LA PLANIFICACION DE LOS CONTRATOS A LA EJECUCION DE LAS OBRAS,,TIEMPO DE EJECUCION DE LOS CONTRATOS/TIEMPO CONTRATUAL DE LA EJECUCION DE LOS CONTRATOS,TIEMPO DE EJECUCION DE LOS CONTRATOS/TIEMPO CONTRATUAL DE LA EJECUCION DE LOS CONTRATOS,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
228,109,,rberdugo,OAJ,PUBLICAR TODOS LOS DOCUMENTOS DE LA ETAPA CONTRACTUAL EN EL SECOP,,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,NUMERO DE DOCUMENTOS CONTRACTUALES PUBLICADOS EN EL SECOP/NUMERO DE DOCUMENTOS QUE SE DEBEN PUBLICAR EN EL SECOP,100,,2018-08-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
229,109,,rberdugo,DRFC,TERMINAR TODAS LAS ACTIVIDADES ANTES DE LIQUIDAR UN CONTRATP,,NUMERO DE ACTIVIDADES RECIBIDAS/NUMERO DE ACTIVIDADES CONTEMPLADAS,NUMERO DE ACTIVIDADES RECIBIDAS/NUMERO DE ACTIVIDADES CONTEMPLADAS,100,,2018-08-01,2019-07-25,,,rfisicos,Jefe de División de Rcursos Fisicos,rfisicos@udistrital.edu.co,2
230,109,,rberdugo,DRFC,VERIFICAR QUE LAS POLIZAS CUMPLAN LAS VIGENCIAS DE LA EJECUCION DE LOS CONTRATOS,,POLIZAS ACTUALIZADAS/TOTAL DE POLIZAS,POLIZAS ACTUALIZADAS/TOTAL DE POLIZAS,100,,2018-08-01,2019-07-25,,,rfisicos,Jefe de División de Rcursos Fisicos,rfisicos@udistrital.edu.co,2
231,110,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
232,111,,rberdugo,PLANESTIC-UD,"REALIZAR SEGUIMIENTO A LOS PROCESO CONTRACTUALES, ESTIPULANDO PROCEDIMENTOS, VALIDACIÓN DE FECHAS, ENTREGAS, RECEPCIÓN DE PRODUCTOS.",,VERIFICAR Y HACER SEGUIMIENTO A LA EJECUCIÓN CONTRACTUAL.,VERIFICAR Y HACER SEGUIMIENTO A LA EJECUCIÓN CONTRACTUAL.,100,,2018-08-01,2019-07-25,,,planesticud,Director de Planestic - UD,planesticud@udistrital.edu.co,2
233,111,,rberdugo,PLANESTIC-UD,REQUERIR  Y VERIFICAR  QUE LA DOCUMENTACIÓN CUMPLA CON LOS REQUISITOS PARA LA EJECUCIÓN DEL CONTRATO.,,VERIFICAR LA DOCUMENTACIÓN Y FINALIZACIÓN DE LOS PROCESOS CONTRACTUALES.,VERIFICAR LA DOCUMENTACIÓN Y FINALIZACIÓN DE LOS PROCESOS CONTRACTUALES.,100,,2018-08-01,2019-07-25,,,planesticud,Director de Planestic - UD,planesticud@udistrital.edu.co,2
234,111,,rberdugo,PLANESTIC-UD,REALIZAR ESTUDIO DE MERCADO EN TODOS LOS PROCESOS DE CONTRATACIÓN DE ACUERDO CON EL FORMATO ESTIPULADO POR LA UDFJC.,,REALIZAR ESTUDIO DE MERCADO A LOS REQUERIMIENTOS QUE NECESITE EL PROYECTO.,REALIZAR ESTUDIO DE MERCADO A LOS REQUERIMIENTOS QUE NECESITE EL PROYECTO.,100,,2018-08-01,2019-07-25,,,planesticud,Director de Planestic - UD,planesticud@udistrital.edu.co,2
235,112,,rberdugo,OAJ,REALIZAR LAS PUBLICACIONES DE CONTRATOS EN SECOP I CONFORME A LOS TÉRMINOS DEFINIDOS EN LA RESOLUCIÓN  NO. 058 DE 2018 Y TRAMITAR ANTE LAS INSTANCIAS RESPECTIVA LA ADOPCIÓN DE SECOP II,,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,TOTAL CONTRATOS PUBLICADOS EN SECOP I /TOTAL CONTRATOS ELABORADOS,100,,2018-09-01,2019-07-25,,,juridica,Jefe Ofiicna  Asesora Juridica,juridica@udistrital.edu.co,2
236,112,,rberdugo,PLANESTIC-UD,REALIZAR LOS ESTUDIOS PREVIOS PARA TODA SOLICITUD DE CONTRATACIÓN DE PRESTACIÓ DE SERVICIOS,,TOTAL SOLICITUD DE CONTRATOS /TOTAL DE CONTRATOS SUSCRITOS CON ESTUDIOS PREVIOS,TOTAL SOLICITUD DE CONTRATOS /TOTAL DE CONTRATOS SUSCRITOS CON ESTUDIOS PREVIOS,100,,2018-09-01,2019-07-25,,,planesticud,Director de Planestic - UD,planesticud@udistrital.edu.co,2
237,113,,rberdugo,DRFC,REALIZAR UN FORMATO QUE PERMITA EL CONTROL EN EL PROCESO DE ENTREGA DE ELEMENTOS DE ASEO Y CAFETERIA,,NUMERO DE ELEMENTOS DE ASEO Y CAFETERIA RECIBIDOS EN EL FORMATO DE CONTROL/NUMERO DE ELEMENTOS,NUMERO DE ELEMENTOS DE ASEO Y CAFETERIA RECIBIDOS EN EL FORMATO DE CONTROL/NUMERO DE ELEMENTOS,100,,2018-08-01,2019-07-25,,,rfisicos,Jefe de División de Rcursos Fisicos,rfisicos@udistrital.edu.co,2
238,114,,rberdugo,OAPC,"COMTEPLAR TODO LO RELACIONADO DISEÑOS, PRODUCTOS ENTREGABLES Y REQUISITOS DE LOS OFERENTES, EN LOS PROCESOS CONTRACTUALES QUE LO REQUIERAN.",,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,NUMERO DE REQUISITOS SOLICITADOS/NUMERO DE REQUISITOS A SOLICITAR,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
239,115,,rberdugo,OAPC,DISEÑAR INSTRUMENTOS PARA IDENTIFICAR NECESIDADES Y COSTEO.,,DOCUMENTO PARA GENERACION DE NECESIDADES,DOCUMENTO PARA GENERACION DE NECESIDADES,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
240,115,,rberdugo,OAPC,SOCIALIZAR INSTRUMENTOS DE IDENTIFICACIÓN DE NECESIDADES.,,REUNIONES DE SOCIALIZACIÓN.,REUNIONES DE SOCIALIZACIÓN.,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
241,115,,rberdugo,OAPC,ACOMPAÑAR Y ASESORAR A LAS UNIDADES ACADÉMICAS Y ADMINISTRATIVAS EN EL DILIGENCIAMIENTO DE LOS INSTRUMENTOS.,,ASESORIAS BRINDADAS A UNIDADES ACADEMICO Y ADMINISTRATIVAS,ASESORIAS BRINDADAS A UNIDADES ACADEMICO Y ADMINISTRATIVAS,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
242,115,,rberdugo,OAPC,CONSOLIDAR LAS NECESIDADES PRESENTADAS POR LAS UNIDADES.,,DOCUMENTO PREELIMINAR DE NECESIDADES,DOCUMENTO PREELIMINAR DE NECESIDADES,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
243,115,,rberdugo,OAPC,PRESENTAR Y DEFENDER PRESUPUESTO DE NECESIDADES ANTE LA SHD.,,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
244,115,,rberdugo,OAPC,AJUSTAR PRESUPUESTO INSTITUCIONAL DE LA PRÓXIMA VIGENCIA SEGÚN CUOTA GLOBAL APROBADA.,,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
245,115,,rberdugo,OAPC,SOCIALIZAR A LAS UNIDADES PRESUPUESTO DISPONIBLE PARA REDEFINICIÓN DE PLANES DE ACCIÓN Y METAS.,,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,ANTEPROYECTO CONSTRUIDO PARTICIPATIVAMENTE DEL PRESUPUESTO,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
246,116,,rberdugo,DRF,REALIZAR EL PROCEDIMIENTO PARA LA  LIBERACIÓN Y/O PAGO DE SALDOS DE PASIVOS EXIGIBLES Y FORMALIZARLO EN EL SISTEMA SIGUD.,,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA  LIBERACIÓN Y/O PAGO DE SALDOS DE PASIVOS EXIGIBLES.,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA  LIBERACIÓN Y/O PAGO DE SALDOS DE PASIVOS EXIGIBLES.,100,,2018-07-01,2019-07-25,,,financi,Jefe de División Financieras,financi@udistrital.edu.co,2
247,117,,rberdugo,OAPC,RETROALIMENTAR SEGUIMIENTO SEMESTRAL DE LA EJECUCIÓN PRESUPUESTAL A LOS ORDENADORES DE GASTO Y GESTORES DE PROYECTOS DE INVERSIÓN.,,NÚMERO DE INFORMES DE SEGUIMIMENTO SEMESTRAL DE LA EJECUCIÓN PRESUPUESTAL REALIZADOS. (AL AÑO),NÚMERO DE INFORMES DE SEGUIMIMENTO SEMESTRAL DE LA EJECUCIÓN PRESUPUESTAL REALIZADOS. (AL AÑO),100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
248,117,,rberdugo,OAPC,DESARROLLAR REUNIONES CON ORDENADORES DE GASTO EN DONDE SE DEFINAN ACCIONES DE CHOQUE QUE CONTRIBUYAN CON LA EJECUCIÓN PRESUPUESTAL SEGÚN PLANEACIÓN (PLANES DE ACCIÓN).,,NÚMERO DE REUNIONES CON RODENADORES DE GASTO REALIZADAS.,NÚMERO DE REUNIONES CON RODENADORES DE GASTO REALIZADAS.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
249,118,,rberdugo,OAPC,"ACTUALIZAR EL PROCEDIMIENTO PEI-PR-006 PROGRAMACIÓN PRESUPUESTAL SEGÚN LOS LINEAMIENTOS QUE DESDE EL SIGUD SE DISPONEN PARA LOS PROCEDIMIENTOS, DENTRO DE LOS QUE SE DA CUENTA EL ENCABEZADO, TITULO OBJETIVO ALCANCE, REFERENCIAS, DEFINICIONES, RESPONSABILID",,PROCEDIMIENTO PARA PROGRAMACIÓN PRESUPUESTAL APROBADO Y PUBLICADO EN SIGUD,PROCEDIMIENTO PARA PROGRAMACIÓN PRESUPUESTAL APROBADO Y PUBLICADO EN SIGUD,100,,2018-08-01,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
250,119,,rberdugo,SPR,PUBLICAR EN LA PAGINA WEB DE LA UNIVERSIDAD LA EJECUCIÓN DE PREDIS,,PUBLICACIÓN DE EJECUCIÓN PREDIS EN LA PAGINA WEB,PUBLICACIÓN DE EJECUCIÓN PREDIS EN LA PAGINA WEB,100,,2018-07-01,2019-07-25,,,presup,Jefe de Sección de Presupuesto,presup@udistrital.edu.co,2
251,120,,rberdugo,SPR,REALIZAR EL PROCEDIMIENTO PARA LA EJECUCIÓN DE RESERVAS Y FORMALIZARLO EN EL SISTEMA SIGUD.,,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,100,,2018-07-01,2019-07-25,,,presup,Jefe de Sección de Presupuesto,presup@udistrital.edu.co,2
252,121,,rberdugo,SPR,"ACTUALIZAR EL PROCEDIMIENTO EN EL SIGUD, PARA REPORTE DE INFORMACIÓN EN EL SISTEMA DE VIGILANCIA Y CONTROL FISCAL – SIVICOF, CUANTO A LA VALIDACION Y TRANSMISIÓN EN EL  APLICATIVO STORM USER.",,PROCEDIMIENTO ACTUALIZADO Y  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,PROCEDIMIENTO ACTUALIZADO Y  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,100,,2018-07-01,2019-07-25,,,presup,Jefe de Sección de Presupuesto,presup@udistrital.edu.co,2
253,122,,rberdugo,SPR,REALIZAR EL PROCEDIMIENTO PARA LA EJECUCIÓN DE RESERVAS Y FORMALIZARLO EN EL SISTEMA SIGUD.,,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,PROCEDIMIENTO  FORMALIZADO Y PUBLICADO PARA LA EJECUCIÓN DE RESERVAS,100,,2018-07-01,2019-07-25,,,presup,Jefe de Sección de Presupuesto,presup@udistrital.edu.co,2
254,123,,rberdugo,SPR,COORDINAR CON LA OFICINA ASESORA DE PLANEACIÓNEL AJUSTE AL PROCEDIMIENTO,,PROCEDIMIENTO  AJUSTADO,PROCEDIMIENTO  AJUSTADO,100,,2018-07-01,2019-07-25,,,presup,Jefe de Sección de Presupuesto,presup@udistrital.edu.co,2
255,124,,rberdugo,DRF,ESTABLECER EL  PLAN DE TRABAJO PARA DEPURACIÓN DE PASIVOS EXIGIBLES,,NUMERO DE PASIVOS QUE SE DETERMINO SU ESTADO /TOTAL NUMERO DE PASIVOS POR DEPURAR,NUMERO DE PASIVOS QUE SE DETERMINO SU ESTADO /TOTAL NUMERO DE PASIVOS POR DEPURAR,100,,2018-07-01,2019-07-25,,,financi,Jefe de División Financieras,financi@udistrital.edu.co,2
256,125,,rberdugo,OAPC,REALIZAR SEGUIMIENTO A PLAN DE ACCIÓN TRIMESTRAL,,NO DE SEGUIMIENTO REALIZADOS AL AÑO,NO DE SEGUIMIENTO REALIZADOS AL AÑO,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
257,125,,rberdugo,OAPC,REALIZAR Y REMITIR INFORME DE SEGUIMIENTO PLAN DE ACCIÓN Y EJECUCIÓN FIN. AL EJECUTOR DEL PROYECTO,,NO DE INFORMES DE SEGUIMIENTO REALIZADOS EL AÑO.,NO DE INFORMES DE SEGUIMIENTO REALIZADOS EL AÑO.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
258,125,,rberdugo,OAPC,SOLICITAR PLAN DE INTERVENCIÓN A EJECUTOR.,,COMUNICADOS DE SOLICITUD A UNIDADES EJECUTORAS.,COMUNICADOS DE SOLICITUD A UNIDADES EJECUTORAS.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
259,125,,rberdugo,OAPC,SOCIALIZAR PLAN DE INTERVENCIÓN A LA OAPC,,NO DE REUNIONES REALIZADAS AL AÑO.,NO DE REUNIONES REALIZADAS AL AÑO.,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
260,125,,rberdugo,OAPC,REALIZAR EL SEGUIMIENTO A PLAN DE INTERVENCIÓN.,,NO DE SEGUIMIENTOS AL PLAN DE INTERVENCIÓN,NO DE SEGUIMIENTOS AL PLAN DE INTERVENCIÓN,100,,2018-07-26,2019-07-25,,,planeac,Jefe Oficina Asesora de Planeación y Control,planeac@udistrital.edu.co,2
